accession_lassa,name_nuc_seq,host,year,location,country,region,lon,lat
MK117872.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117873.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117874.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117875.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117876.1,Lassa mammarenavirus,Homo sapiens,2018,"ANAMBRA, Nigeria",Nigeria,ANAMBRA,6.9369559,6.220899699999999
MK117877.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117878.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117879.1,Lassa mammarenavirus,Homo sapiens,2018,"IMO, Nigeria",Nigeria,IMO,7.0588219,5.5720122
MK117880.1,Lassa mammarenavirus,Homo sapiens,2018,"OWO, Nigeria",Nigeria,OWO,5.593239,7.198850999999999
MK117881.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117882.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117883.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117884.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117885.1,Lassa mammarenavirus,Homo sapiens,2018,"NASARAWA, Nigeria",Nigeria,NASARAWA,7.7118003,8.5474692
MK117886.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MK117887.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117888.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117889.1,Lassa mammarenavirus,Homo sapiens,2018,"IMO, Nigeria",Nigeria,IMO,7.0588219,5.5720122
MK117890.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117891.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117892.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117893.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117894.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117895.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117896.1,Lassa mammarenavirus,Homo sapiens,2018,"ANAMBRA, Nigeria",Nigeria,ANAMBRA,6.9369559,6.220899699999999
MK117897.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117898.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117899.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117900.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117901.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117902.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117903.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117904.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117905.1,Lassa mammarenavirus,Homo sapiens,2018,"BAUCHI, Nigeria",Nigeria,BAUCHI,9.840395899999999,10.3059966
MK117906.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117907.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117908.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117909.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117910.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117911.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117912.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117913.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117914.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117915.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117916.1,Lassa mammarenavirus,Homo sapiens,2018,"ANAMBRA, Nigeria",Nigeria,ANAMBRA,6.9369559,6.220899699999999
MK117917.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117918.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117919.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117920.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117921.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117922.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117923.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117924.1,Lassa mammarenavirus,Homo sapiens,2018,"BAUCHI, Nigeria",Nigeria,BAUCHI,9.840395899999999,10.3059966
MK117925.1,Lassa mammarenavirus,Homo sapiens,2018,"ANAMBRA, Nigeria",Nigeria,ANAMBRA,6.9369559,6.220899699999999
MK117926.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117927.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117928.1,Lassa mammarenavirus,Homo sapiens,2018,"EKITI, Nigeria",Nigeria,EKITI,5.3311652,8.120899099999999
MK117929.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MK117930.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117931.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117932.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117933.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117934.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117935.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117936.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117937.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MK117938.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117939.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117940.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117941.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117942.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117943.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117944.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MK117945.1,Lassa mammarenavirus,Homo sapiens,2018,"EDDO, Nigeria",Nigeria,EDDO,5.9304056,6.6341831000000004
MK117946.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117947.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117948.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117949.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117950.1,Lassa mammarenavirus,Homo sapiens,2017,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117951.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117952.1,Lassa mammarenavirus,Homo sapiens,2018,"BAUCHI, Nigeria",Nigeria,BAUCHI,9.840395899999999,10.3059966
MK117953.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117954.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117955.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117956.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117957.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117958.1,Lassa mammarenavirus,Homo sapiens,2018,"ANAMBRA, Nigeria",Nigeria,ANAMBRA,6.9369559,6.220899699999999
MK117959.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117960.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117961.1,Lassa mammarenavirus,Homo sapiens,2018,"IMO, Nigeria",Nigeria,IMO,7.0588219,5.5720122
MK117962.1,Lassa mammarenavirus,Homo sapiens,2018,"OWO, Nigeria",Nigeria,OWO,5.593239,7.198850999999999
MK117963.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117964.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117965.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117966.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117967.1,Lassa mammarenavirus,Homo sapiens,2018,"NASARAWA, Nigeria",Nigeria,NASARAWA,7.7118003,8.5474692
MK117968.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MK117969.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117970.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117971.1,Lassa mammarenavirus,Homo sapiens,2018,"IMO, Nigeria",Nigeria,IMO,7.0588219,5.5720122
MK117972.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117973.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117974.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117975.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117976.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117977.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117978.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117979.1,Lassa mammarenavirus,Homo sapiens,2018,"ANAMBRA, Nigeria",Nigeria,ANAMBRA,6.9369559,6.220899699999999
MK117980.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117981.1,Lassa mammarenavirus,Homo sapiens,2018,"TARABA, Nigeria",Nigeria,TARABA,10.7739863,7.9993616
MK117982.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117983.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117984.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117985.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117986.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117987.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117988.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117989.1,Lassa mammarenavirus,Homo sapiens,2018,"BAUCHI, Nigeria",Nigeria,BAUCHI,9.840395899999999,10.3059966
MK117990.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117991.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117992.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117993.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117994.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117995.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117996.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK117997.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK117998.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK117999.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK118000.1,Lassa mammarenavirus,Homo sapiens,2018,"ANAMBRA, Nigeria",Nigeria,ANAMBRA,6.9369559,6.220899699999999
MK118001.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118002.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118003.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118004.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118005.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118006.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118007.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK118008.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK118009.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK118010.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118011.1,Lassa mammarenavirus,Homo sapiens,2018,"BAUCHI, Nigeria",Nigeria,BAUCHI,9.840395899999999,10.3059966
MK118012.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118013.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118014.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK118015.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK118016.1,Lassa mammarenavirus,Homo sapiens,2018,"EKITI, Nigeria",Nigeria,EKITI,5.3311652,8.120899099999999
MK118017.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MK118018.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK118019.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK118020.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MK118021.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118022.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118023.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118024.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118025.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MK118026.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118027.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118028.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118029.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118030.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK118031.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118032.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MK118033.1,Lassa mammarenavirus,Homo sapiens,2018,"EDDO, Nigeria",Nigeria,EDDO,5.9304056,6.6341831000000004
MK118034.1,Lassa mammarenavirus,Homo sapiens,2018,"BAUCHI, Nigeria",Nigeria,BAUCHI,9.840395899999999,10.3059966
MK118035.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118036.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK118037.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MK118038.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MK118039.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MK281624.1,Lassa mammarenavirus,Homo sapiens,2018,Nigeria,Nigeria,NA,8.675277,9.081999
MK281625.1,Lassa mammarenavirus,Homo sapiens,2018,Nigeria,Nigeria,NA,8.675277,9.081999
MK281626.1,Lassa mammarenavirus,Homo sapiens,2018,Nigeria,Nigeria,NA,8.675277,9.081999
MK281627.1,Lassa mammarenavirus,Homo sapiens,2018,Nigeria,Nigeria,NA,8.675277,9.081999
MK281628.1,Lassa mammarenavirus,Homo sapiens,2018,Nigeria,Nigeria,NA,8.675277,9.081999
MK281629.1,Lassa mammarenavirus,Homo sapiens,2018,Nigeria,Nigeria,NA,8.675277,9.081999
MK281630.1,Lassa mammarenavirus,Homo sapiens,2018,Nigeria,Nigeria,NA,8.675277,9.081999
MK281631.1,Lassa mammarenavirus,Homo sapiens,2018,Nigeria,Nigeria,NA,8.675277,9.081999
MK291248.1,Lassa mammarenavirus,Homo sapiens,2015,Nigeria,Nigeria,NA,8.675277,9.081999
MK291249.1,Lassa mammarenavirus,Homo sapiens,2014,Nigeria,Nigeria,NA,8.675277,9.081999
MK291250.1,Lassa mammarenavirus,Homo sapiens,2014,Nigeria,Nigeria,NA,8.675277,9.081999
MK291251.1,Lassa mammarenavirus,Homo sapiens,2015,Nigeria,Nigeria,NA,8.675277,9.081999
MK291252.1,Lassa mammarenavirus,Homo sapiens,2014,Nigeria,Nigeria,NA,8.675277,9.081999
MK291253.1,Lassa mammarenavirus,Homo sapiens,2014,Nigeria,Nigeria,NA,8.675277,9.081999
MK656390.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656391.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656392.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656393.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656394.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656395.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656396.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656397.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656398.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656399.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656400.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656401.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656402.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656403.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656404.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656405.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656406.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656407.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656408.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656409.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656410.1,Lassa mammarenavirus,Mastomys,2013,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656411.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656412.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656413.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656414.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656415.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656416.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
MK656417.1,Lassa mammarenavirus,Mastomys,2015,Côte d'Ivoire,Côte d'Ivoire,NA,-5.547079999999999,7.539988999999999
